SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
Albion,2175.0,4.0,2171.0,0.0,-4.0,0.0,2021-01-05
Benner,1949.0,3.0,1946.0,-1.0,8.0,-1.0,2021-01-05
Camp Hill,2412.0,7.0,2405.0,-1.0,-9.0,-1.0,2021-01-05
Cambridge Springs,900.0,17.0,883.0,0.0,-10.0,0.0,2021-01-05
Chester,1052.0,1.0,1051.0,0.0,-7.0,-6.0,2021-01-05
Coal Township,2288.0,4.0,2284.0,-6.0,-16.0,-4.0,2021-01-05
Dallas,1703.0,2.0,1701.0,0.0,-5.0,0.0,2021-01-05
Frackville,1140.0,3.0,1137.0,-1.0,-3.0,-1.0,2021-01-05
Forest,2295.0,3.0,2292.0,-2.0,-8.0,-2.0,2021-01-05
Fayette,1968.0,3.0,1965.0,-3.0,-6.0,-4.0,2021-01-05
Greene,1768.0,2.0,1766.0,-1.0,2.0,-1.0,2021-01-05
Houtzdale,2417.0,2.0,2415.0,-4.0,-7.0,-4.0,2021-01-05
Huntingdon,1806.0,1.0,1805.0,-2.0,-5.0,-2.0,2021-01-05
Laurel Highlands,755.0,13.0,742.0,-1.0,-10.0,-3.0,2021-01-05
Mahanoy,2195.0,4.0,2191.0,-1.0,6.0,0.0,2021-01-05
Mercer,1081.0,3.0,1078.0,-3.0,-8.0,-4.0,2021-01-05
Muncy,1100.0,8.0,1092.0,0.0,8.0,2.0,2021-01-05
Phoenix,2866.0,8.0,2858.0,-4.0,-18.0,-13.0,2021-01-05
Pine Grove,913.0,3.0,910.0,-2.0,-3.0,-2.0,2021-01-05
Quehanna,283.0,0.0,283.0,0.0,-38.0,0.0,2021-01-05
Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Rockview,1591.0,4.0,1587.0,0.0,-2.0,0.0,2021-01-05
Smithfield,951.0,3.0,948.0,-2.0,-5.0,-3.0,2021-01-05
Somerset,2138.0,0.0,2138.0,-1.0,-4.0,-2.0,2021-01-05
Waymart,950.0,7.0,943.0,0.0,-1.0,0.0,2021-01-05
SCI TOTAL,38696.0,105.0,38591.0,-35.0,-145.0,-51.0,2021-01-05
CCC/F East,434.0,0.0,434.0,22.0,18.0,22.0,2021-01-05
CCC/F Central,483.0,0.0,483.0,-1.0,13.0,-1.0,2021-01-05
CCC/F West,422.0,0.0,422.0,-2.0,17.0,-2.0,2021-01-05
CCC/F TOTAL,1339.0,0.0,1339.0,19.0,48.0,19.0,2021-01-05
